template_code,dish_name,source_page,author,license,license_url,download_url,local_file_name
"DISH_046","糖醋鱼","https://www.flickr.com/photos/10559879@N00/3450251342","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/c7b3a139-5577-422e-9277-abb8dd0f214b/thumb/","dish-046.jpg"
"DISH_047","剁椒鱼头","https://www.flickr.com/photos/47038415@N00/216875875","Augapfel","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/6cd58a90-3639-4191-930d-289beb6e2836/thumb/","dish-047.jpg"
"DISH_048","酸菜鱼","https://www.flickr.com/photos/10559879@N00/4104355401","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/1bf1c8a3-5dcb-4b57-aaca-5a9c80861bd1/thumb/","dish-048.jpg"
"DISH_049","水煮鱼","https://www.flickr.com/photos/10559879@N00/2952391629","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/2d842ce3-2ee7-4a87-9df7-18cb87559978/thumb/","dish-049.jpg"
"DISH_050","豉汁蒸鱼","https://www.flickr.com/photos/10559879@N00/2500744954","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a61ad267-f438-4e04-8dbf-6611946b1660/thumb/","dish-050.jpg"
"DISH_051","蒜蓉粉丝虾","https://www.flickr.com/photos/10559879@N00/2500744954","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a61ad267-f438-4e04-8dbf-6611946b1660/thumb/","dish-051.jpg"
"DISH_052","油焖大虾","https://commons.wikimedia.org/wiki/File%3A%E4%B8%AD%E5%9B%BD%E5%AE%B6%E5%B8%B8%E8%8F%9C-%E6%B2%B9%E7%84%96%E5%A4%A7%E8%99%BE.jpg","Zsllong","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/%E4%B8%AD%E5%9B%BD%E5%AE%B6%E5%B8%B8%E8%8F%9C-%E6%B2%B9%E7%84%96%E5%A4%A7%E8%99%BE.jpg/960px-%E4%B8%AD%E5%9B%BD%E5%AE%B6%E5%B8%B8%E8%8F%9C-%E6%B2%B9%E7%84%96%E5%A4%A7%E8%99%BE.jpg","dish-052.jpg"
"DISH_053","香辣虾","https://www.flickr.com/photos/45390424@N02/14541535709","双核心飞鱼","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/06b125ea-3c7e-4986-b301-086bf4bbbfe0/thumb/","dish-053.jpg"
"DISH_054","韭菜炒虾仁","https://www.flickr.com/photos/10559879@N00/2500744954","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a61ad267-f438-4e04-8dbf-6611946b1660/thumb/","dish-054.jpg"
"DISH_055","西兰花炒虾仁","https://www.flickr.com/photos/10559879@N00/2500744954","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a61ad267-f438-4e04-8dbf-6611946b1660/thumb/","dish-055.jpg"
"DISH_056","番茄炖豆腐","https://www.flickr.com/photos/10559879@N00/2500744954","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a61ad267-f438-4e04-8dbf-6611946b1660/thumb/","dish-056.jpg"
"DISH_057","地三鲜","https://www.flickr.com/photos/10559879@N00/2403232046","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/4bbe73e3-0ab2-4621-a52c-d0c7b06ac892/thumb/","dish-057.jpg"
"DISH_058","干煸豆角","https://www.flickr.com/photos/90939609@N00/122780454","Pictlux","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/62a147c3-2eb2-4732-aadb-57f63a2d4777/thumb/","dish-058.jpg"
"DISH_059","醋溜白菜","https://www.flickr.com/photos/7898291@N03/4291831933","Oscar, give me five","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/751c651c-d663-4ec0-b6c1-77cb2d614bb4/thumb/","dish-059.jpg"
"DISH_060","手撕包菜","https://commons.wikimedia.org/wiki/File%3AStarr_080103-1276_Brassica_oleracea_var._capitata.jpg","Forest & Kim Starr","CC BY 3.0","https://creativecommons.org/licenses/by/3.0","https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Starr_080103-1276_Brassica_oleracea_var._capitata.jpg/960px-Starr_080103-1276_Brassica_oleracea_var._capitata.jpg","dish-060.jpg"
"DISH_061","清炒西兰花","https://www.flickr.com/photos/65189805@N03/5935721220","incity007","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/dcb3a5cb-3106-449c-9474-19fc29247d69/thumb/","dish-061.jpg"
"DISH_062","蒜蓉油麦菜","https://www.flickr.com/photos/10559879@N00/2500744954","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a61ad267-f438-4e04-8dbf-6611946b1660/thumb/","dish-062.jpg"
"DISH_063","蒜蓉生菜","https://www.flickr.com/photos/76958594@N04/7625961994","D11xzj","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/989ed17e-58b8-4935-891c-df465ce1c8db/thumb/","dish-063.jpg"
"DISH_064","荷塘小炒","https://www.flickr.com/photos/10559879@N00/2500744954","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a61ad267-f438-4e04-8dbf-6611946b1660/thumb/","dish-064.jpg"
"DISH_065","香菇油菜","https://www.flickr.com/photos/7656598@N04/2847095853","DING *_^","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/7ca8e3ea-88cf-4753-b239-c0aea3b33aac/thumb/","dish-065.jpg"
"DISH_066","蚝油杏鲍菇","https://commons.wikimedia.org/wiki/File%3ABeef_and_shrimp_set_meal_on_G65_(20170307121129).jpg","N509FZ","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Beef_and_shrimp_set_meal_on_G65_%2820170307121129%29.jpg/960px-Beef_and_shrimp_set_meal_on_G65_%2820170307121129%29.jpg","dish-066.jpg"
"DISH_067","干锅花菜","https://www.flickr.com/photos/88718223@N00/13121053625","heiyo","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/7bc8a0b3-129c-4091-87a0-bd90c11d8c4a/thumb/","dish-067.jpg"
"DISH_068","红烧茄子","https://commons.wikimedia.org/wiki/File%3A%E7%BA%A2%E7%83%A7%E8%8C%84%E5%AD%90-%E4%BA%91%E5%8D%97%E6%98%86%E6%98%8E.jpg","tak.wing","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/%E7%BA%A2%E7%83%A7%E8%8C%84%E5%AD%90-%E4%BA%91%E5%8D%97%E6%98%86%E6%98%8E.jpg/960px-%E7%BA%A2%E7%83%A7%E8%8C%84%E5%AD%90-%E4%BA%91%E5%8D%97%E6%98%86%E6%98%8E.jpg","dish-068.jpg"
"DISH_069","肉末茄子","https://www.flickr.com/photos/10559879@N00/2500744954","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a61ad267-f438-4e04-8dbf-6611946b1660/thumb/","dish-069.jpg"
"DISH_070","家常豆腐","https://www.flickr.com/photos/10559879@N00/2304041908","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/428fc0be-d21f-4a78-8f26-d3adcfd96294/thumb/","dish-070.jpg"
"DISH_071","韭菜炒鸡蛋","https://www.flickr.com/photos/10559879@N00/2500744954","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a61ad267-f438-4e04-8dbf-6611946b1660/thumb/","dish-071.jpg"
"DISH_072","西葫芦炒鸡蛋","https://www.flickr.com/photos/10559879@N00/2500744954","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a61ad267-f438-4e04-8dbf-6611946b1660/thumb/","dish-072.jpg"
"DISH_073","拍黄瓜","https://www.flickr.com/photos/10559879@N00/3130197778","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/c71b67fc-ede8-4c62-8c1b-79b5741b3d01/thumb/","dish-073.jpg"
"DISH_074","凉拌木耳","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-074.jpg"
"DISH_075","凉拌海带丝","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-075.jpg"
"DISH_076","凉拌腐竹","https://commons.wikimedia.org/wiki/File%3ATeochew_Dumplings_-_Chongqing_Hotpot_AUD3.80_small_(3496588212).jpg","Alpha from Melbourne, Australia","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Teochew_Dumplings_-_Chongqing_Hotpot_AUD3.80_small_%283496588212%29.jpg/960px-Teochew_Dumplings_-_Chongqing_Hotpot_AUD3.80_small_%283496588212%29.jpg","dish-076.jpg"
"DISH_077","凉拌豆皮","https://www.flickr.com/photos/10559879@N00/2821584562","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/d166eb0b-f336-459e-be38-27d7c412f3c6/thumb/","dish-077.jpg"
"DISH_078","凉拌三丝","https://www.flickr.com/photos/10559879@N00/3495773419","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/92d099fd-0328-4977-b13f-97a9062b5db5/thumb/","dish-078.jpg"
"DISH_079","凉拌菠菜","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-079.jpg"
"DISH_080","凉拌莴笋","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-080.jpg"
"DISH_081","凉拌西兰花","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-081.jpg"
"DISH_082","凉拌藕片","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-082.jpg"
"DISH_083","凉拌土豆丝","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-083.jpg"
"DISH_084","凉拌金针菇","https://www.flickr.com/photos/47038415@N00/219115984","Augapfel","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/94fab79a-6a8c-4f95-ab6f-df965035f9f6/thumb/","dish-084.jpg"
"DISH_085","皮蛋豆腐","https://www.flickr.com/photos/47038415@N00/248294003","Augapfel","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/16b32382-4d33-44c5-989c-0f2ebc3196f2/thumb/","dish-085.jpg"
"DISH_086","老醋花生","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-086.jpg"
"DISH_087","凉拌鸡丝","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-087.jpg"
"DISH_088","口水鸡","https://www.flickr.com/photos/10559879@N00/2952381609","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/38f98538-280d-42d8-87dd-a215eb51392b/thumb/","dish-088.jpg"
"DISH_089","白切肉","https://www.flickr.com/photos/129851880@N07/26847459523","羽諾","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/5e00f680-fc99-4cb1-8919-b20d28525c45/thumb/","dish-089.jpg"
"DISH_090","蒜泥白肉","https://www.flickr.com/photos/10559879@N00/2353320414","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/5d47ad82-7302-487f-8949-98cbe7830cf4/thumb/","dish-090.jpg"
"DISH_091","凉拌牛肉","https://commons.wikimedia.org/wiki/File%3A%E8%8A%A5%E8%8F%9C%E7%BE%8A%E8%82%89_Mustard_Green%2BLamb%2C_%E9%A6%99%E8%8F%87%E7%89%9B%E8%82%89_Mushroom%2BBeef%2C_%E7%B4%A0%E4%B8%89%E9%B2%9C_Vegetarian_%E9%A5%BA%E5%AD%90_Dumplings_-_%E8%80%81%E5%A4%A7%E5%A8%98%E6%B0%B4%E9%A5%BA%E5%BA%97_Laodaniang_Dumpling_Shop.jpg","avlxyz","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0","https://upload.wikimedia.org/wikipedia/commons/c/cd/%E8%8A%A5%E8%8F%9C%E7%BE%8A%E8%82%89_Mustard_Green%2BLamb%2C_%E9%A6%99%E8%8F%87%E7%89%9B%E8%82%89_Mushroom%2BBeef%2C_%E7%B4%A0%E4%B8%89%E9%B2%9C_Vegetarian_%E9%A5%BA%E5%AD%90_Dumplings_-_%E8%80%81%E5%A4%A7%E5%A8%98%E6%B0%B4%E9%A5%BA%E5%BA%97_Laodaniang_Dumpling_Shop.jpg","dish-091.jpg"
"DISH_092","夫妻肺片","https://www.flickr.com/photos/91049143@N00/15953315094","bryan...","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/8f6a0f11-2743-409c-9c9e-be3e9b40d405/thumb/","dish-092.jpg"
"DISH_093","糖拌西红柿","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-093.jpg"
"DISH_094","果仁菠菜","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-094.jpg"
"DISH_095","东北大拉皮","https://commons.wikimedia.org/wiki/File%3ADong_bei_da_la_pi.jpg","chengzhu","CC0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Dong_bei_da_la_pi.jpg/960px-Dong_bei_da_la_pi.jpg","dish-095.jpg"
"DISH_096","凉拌秋葵","https://www.flickr.com/photos/10559879@N00/2461262750","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/efab848f-7930-4925-bc6b-37166ace54fd/thumb/","dish-096.jpg"
"DISH_097","紫菜蛋花汤","https://www.flickr.com/photos/76958594@N04/7762437314","D11xzj","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/5b40f612-d9bf-4150-9e50-3e44e14590ab/thumb/","dish-097.jpg"
"DISH_098","西红柿鸡蛋汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-098.jpg"
"DISH_099","冬瓜排骨汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-099.jpg"
"DISH_100","玉米排骨汤","https://commons.wikimedia.org/w/index.php?curid=48631831","Yinsanhen","BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0/","https://api.openverse.org/v1/images/2b4448a1-d192-43ba-9dcf-7d738fafeaf9/thumb/","dish-100.jpg"
"DISH_101","莲藕排骨汤","https://www.flickr.com/photos/71834709@N00/8546361421","Colin ZHU","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/43320fdf-8689-4741-b271-c5edb410ed20/thumb/","dish-101.jpg"
"DISH_102","海带排骨汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-102.jpg"
"DISH_103","山药排骨汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-103.jpg"
"DISH_104","萝卜排骨汤","https://www.flickr.com/photos/76958594@N04/7275807388","D11xzj","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/3ae4d219-e944-439c-942a-63a75e5d0278/thumb/","dish-104.jpg"
"DISH_105","菌菇鸡汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-105.jpg"
"DISH_106","香菇炖鸡汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-106.jpg"
"DISH_107","番茄牛腩汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-107.jpg"
"DISH_108","萝卜牛肉汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-108.jpg"
"DISH_109","鲫鱼豆腐汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-109.jpg"
"DISH_110","丝瓜蛋汤","https://www.flickr.com/photos/10559879@N00/885682730","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/041d7757-b5b1-43c8-8ea3-2cdc24b8ea7f/thumb/","dish-110.jpg"
"DISH_111","冬瓜虾皮汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-111.jpg"
"DISH_112","榨菜肉丝汤","https://www.flickr.com/photos/10559879@N00/827971877","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a58ec4c6-1090-4727-a123-c52a963faaf2/thumb/","dish-112.jpg"
"DISH_113","酸辣汤","https://www.flickr.com/photos/10559879@N00/2416274752","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/268e9337-0e00-4910-8326-edec63495fa3/thumb/","dish-113.jpg"
"DISH_114","家常豆腐羹","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-114.jpg"
"DISH_115","银耳莲子羹","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-115.jpg"
"DISH_116","绿豆汤","https://www.flickr.com/photos/33562248@N00/5922646361","Metaphox","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/0fd97f55-b93c-4b8f-b8b8-8f71d4387b64/thumb/","dish-116.jpg"
"DISH_117","红豆汤","https://www.flickr.com/photos/34353636@N00/5671801572","liewcf","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/9a7f5936-7e82-4c25-84a4-12aa298bbb88/thumb/","dish-117.jpg"
"DISH_118","羊肉萝卜汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-118.jpg"
"DISH_119","西湖牛肉羹","https://www.flickr.com/photos/47038415@N00/370735171","Augapfel","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/c11b6e67-50a9-45c6-8d26-0d5b9f6f215a/thumb/","dish-119.jpg"
"DISH_120","宋嫂鱼羹","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-120.jpg"
"DISH_121","白菜豆腐汤","https://www.flickr.com/photos/10559879@N00/76394568","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/9cc03f07-b199-4951-9ad7-ca1bed831fa9/thumb/","dish-121.jpg"
"DISH_122","青菜肉丸汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-122.jpg"
"DISH_123","海鲜菇豆腐汤","https://www.flickr.com/photos/10559879@N00/521426140","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/accdea6c-0e32-496e-8635-6bef9140da46/thumb/","dish-123.jpg"
"DISH_124","罗宋汤","https://commons.wikimedia.org/wiki/File%3ABorscht_with_cream.jpg","Kelly Sue DeConnick","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0","https://upload.wikimedia.org/wikipedia/commons/0/09/Borscht_with_cream.jpg","dish-124.jpg"
"DISH_125","扬州炒饭","https://commons.wikimedia.org/wiki/File%3AChinese_fried_rice_by_stu_spivack_in_Cleveland%2C_OH.jpg","stu_spivack from C & Y Chinese Restaurant in Cleveland's Chinatown, Ohio","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Chinese_fried_rice_by_stu_spivack_in_Cleveland%2C_OH.jpg/960px-Chinese_fried_rice_by_stu_spivack_in_Cleveland%2C_OH.jpg","dish-125.jpg"
"DISH_126","蛋炒饭","https://www.flickr.com/photos/34353636@N00/4437550956","liewcf","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/dd0d2d98-6a4c-49e3-aab1-31a9ebb824ae/thumb/","dish-126.jpg"
"DISH_127","腊肠炒饭","https://www.flickr.com/photos/22292214@N00/5611724473","andrewarchy","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/e3979c4a-da9a-456d-8e78-689f4025a549/thumb/","dish-127.jpg"
"DISH_128","咖喱炒饭","https://www.flickr.com/photos/22292214@N00/5611724473","andrewarchy","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/e3979c4a-da9a-456d-8e78-689f4025a549/thumb/","dish-128.jpg"
"DISH_129","番茄鸡蛋面","https://commons.wikimedia.org/wiki/File%3ATomato_and_egg_noodles.jpg","Zhuo1221","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Tomato_and_egg_noodles.jpg/960px-Tomato_and_egg_noodles.jpg","dish-129.jpg"
"DISH_130","葱油拌面","https://commons.wikimedia.org/wiki/File%3A%E8%91%B1%E8%8A%B1%E8%91%B1%E6%B2%B9%E6%8B%8C%E9%9D%A2.jpg","Suginami","CC0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/%E8%91%B1%E8%8A%B1%E8%91%B1%E6%B2%B9%E6%8B%8C%E9%9D%A2.jpg/960px-%E8%91%B1%E8%8A%B1%E8%91%B1%E6%B2%B9%E6%8B%8C%E9%9D%A2.jpg","dish-130.jpg"
"DISH_131","炸酱面","https://www.flickr.com/photos/10559879@N00/3012466496","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/3ca86242-8112-46a4-9e47-b6cbc8311de6/thumb/","dish-131.jpg"
"DISH_132","阳春面","https://commons.wikimedia.org/wiki/File%3AChineseNoodles.jpg","Jun","CC BY 2.0","https://creativecommons.org/licenses/by/2.0","https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/ChineseNoodles.jpg/960px-ChineseNoodles.jpg","dish-132.jpg"
"DISH_133","牛肉面","https://www.flickr.com/photos/10559879@N00/2990569537","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/cee20920-eef9-4334-9f61-e0c537a21912/thumb/","dish-133.jpg"
"DISH_134","排骨面","https://www.flickr.com/photos/10559879@N00/3449436271","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/bfe90938-ca6e-40f6-b313-95056e306850/thumb/","dish-134.jpg"
"DISH_135","雪菜肉丝面","https://www.flickr.com/photos/87117631@N00/8492450995","Gary Soup","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/f88bb0b8-f4d8-4b19-b0b2-6e1060841456/thumb/","dish-135.jpg"
"DISH_136","酸辣粉","https://www.flickr.com/photos/25368895@N00/6822582224","ayustety","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a5c12bfc-ddd0-445c-9773-29dbf32cb02f/thumb/","dish-136.jpg"
